"codigo","nome","sexo","pais_origem","data_nascimento","raca_id","numerorgpai","numerorgmae"
"FSC18609","Vaca18609","F","BR","2018-09-04","Raça 01","",""
"FSC18610","Vaca18610","F","BR","2018-09-04","Raça 01","",""
"FSC18612","Vaca18612","F","BR","2018-04-04","Raça 01","",""
"FSC18614","Vaca18614","F","BR","2018-04-13","Raça 01","",""
"FSC18615","Vaca18615","F","BR","2018-04-18","Raça 01","",""
"FSC18616","Vaca18616","F","BR","2018-04-23","Raça 01","",""
"FSC18618","Vaca18618","F","BR","2018-04-25","Raça 01","",""
"FSC18619","Vaca18619","F","BR","2018-04-27","Raça 01","",""
"FSC18620","Vaca18620","F","BR","2018-04-27","Raça 01","",""
"FSC18621","Vaca18621","F","BR","2018-04-30","Raça 01","",""
"FSC18622","Vaca18622","F","BR","2018-06-04","Raça 01","",""
"FSC18623","Vaca18623","F","BR","2018-08-04","Raça 01","",""
"FSC18625","Vaca18625","F","BR","2018-08-04","Raça 01","",""
"FSC18628","Vaca18628","F","BR","2018-04-24","Raça 01","",""
"FSC18630","Vaca18630","F","BR","2018-04-30","Raça 01","",""
"FSC18631","Vaca18631","F","BR","2018-11-04","Raça 01","",""
"FSC18632","Vaca18632","F","BR","2018-08-04","Raça 01","",""
"FSC18633","Vaca18633","F","BR","2018-04-20","Raça 01","",""
"FSC18634","Vaca18634","F","BR","2018-04-24","Raça 01","",""
"FSC18635","Vaca18635","F","BR","2018-03-04","Raça 01","",""
"FSC18637","Vaca18637","F","BR","2018-04-16","Raça 01","",""
"FSC18638","Vaca18638","F","BR","2018-04-15","Raça 01","",""
"FSC18639","Vaca18639","F","BR","2018-03-04","Raça 01","",""
"FSC18640","Vaca18640","F","BR","2018-04-16","Raça 01","",""
"FSC18641","Vaca18641","F","BR","2018-02-05","Raça 01","",""
"FSC18642","Vaca18642","F","BR","2018-06-04","Raça 01","",""
"FSC18643","Vaca18643","F","BR","2018-04-30","Raça 01","",""
"FSC18644","Vaca18644","F","BR","2018-01-04","Raça 01","",""
"FSC18645","Vaca18645","F","BR","2018-02-04","Raça 01","",""
"FSC18646","Vaca18646","F","BR","2018-04-04","Raça 01","",""
"FSC18647","Vaca18647","F","BR","2018-06-04","Raça 01","",""
"FSC18648","Vaca18648","F","BR","2018-06-04","Raça 01","",""
"FSC18649","Vaca18649","F","BR","2018-11-04","Raça 01","",""
"FSC18650","Vaca18650","F","BR","2018-04-14","Raça 01","",""
"FSC18651","Vaca18651","F","BR","2018-04-14","Raça 01","",""
"FSC18652","Vaca18652","F","BR","2018-04-25","Raça 01","",""
"FSC18653","Vaca18653","F","BR","2018-04-24","Raça 01","",""
"FSC18656","Vaca18656","F","BR","2018-04-16","Raça 01","",""
"FSC18657","Vaca18657","F","BR","2018-04-28","Raça 01","",""
"FSC18659","Vaca18659","F","BR","2018-04-29","Raça 01","",""
"FSC18663","Vaca18663","F","BR","2018-04-24","Raça 01","",""
"FSC18668","Vaca18668","F","BR","2018-04-19","Raça 01","",""
"FSC18670","Vaca18670","F","BR","2018-04-25","Raça 01","",""
"FSC18672","Vaca18672","F","BR","2018-04-13","Raça 01","",""
"FSC18673","Vaca18673","F","BR","2018-04-29","Raça 01","",""
"FSC18674","Vaca18674","F","BR","2018-04-20","Raça 01","",""
"FSC18675","Vaca18675","F","BR","2018-04-17","Raça 01","",""
"FSC18676","Vaca18676","F","BR","2018-04-15","Raça 01","",""
"FSC18677","Vaca18677","F","BR","2018-06-04","Raça 01","",""
"FSC18681","Vaca18681","F","BR","2018-08-04","Raça 01","",""
"FSC18682","Vaca18682","F","BR","2018-04-24","Raça 01","",""
"FSC18683","Vaca18683","F","BR","2018-04-26","Raça 01","",""
"FSC18684","Vaca18684","F","BR","2018-02-05","Raça 01","",""
"FSC18686","Vaca18686","F","BR","2018-06-05","Raça 01","",""
"FSC18687","Vaca18687","F","BR","2018-12-05","Raça 01","",""
"FSC18690","Vaca18690","F","BR","2018-05-23","Raça 01","",""
"FSC18691","Vaca18691","F","BR","2018-04-06","Raça 01","",""
"FSC18693","Vaca18693","F","BR","2018-09-06","Raça 01","",""
"FSC18694","Vaca18694","F","BR","2018-09-06","Raça 01","",""
"FSC18695","Vaca18695","F","BR","2018-09-06","Raça 01","",""
"FSC18696","Vaca18696","F","BR","2018-10-06","Raça 01","",""
"FSC18697","Vaca18697","F","BR","2018-11-06","Raça 01","",""
"FSC18698","Vaca18698","F","BR","2018-06-15","Raça 01","",""
"FSC18700","Vaca18700","F","BR","2018-06-13","Raça 01","",""
"FSC18702","Vaca18702","F","BR","2018-06-20","Raça 01","",""
"FSC18721","Vaca18721","F","BR","2018-08-01","Raça 01","",""
"FSC18723","Vaca18723","F","BR","2018-01-19","Raça 01","",""
"FSC18725","Vaca18725","F","BR","2018-04-17","Raça 01","",""
"FSC18726","Vaca18726","F","BR","2018-04-20","Raça 01","",""
"FSC18727","Vaca18727","F","BR","2018-04-21","Raça 01","",""
"FSC18730","Vaca18730","F","BR","2018-04-24","Raça 01","",""
"FSC18733","Vaca18733","F","BR","2018-05-14","Raça 01","",""
"FSC18734","Vaca18734","F","BR","2018-05-16","Raça 01","",""
"FSC18737","Vaca18737","F","BR","2018-05-29","Raça 01","",""
"FSC18738","Vaca18738","F","BR","2018-01-06","Raça 01","",""
"FSC18739","Vaca18739","F","BR","2018-04-06","Raça 01","",""
"FSC18741","Vaca18741","F","BR","2018-03-27","Raça 01","",""
"FSC18744","Vaca18744","F","BR","2018-11-05","Raça 01","",""
"FSC18745","Vaca18745","F","BR","2018-08-06","Raça 01","",""
"FSC18747","Vaca18747","F","BR","2018-04-15","Raça 01","",""
"FSC18748","Vaca18748","F","BR","2018-04-19","Raça 01","",""
"FSC18751","Vaca18751","F","BR","2018-04-26","Raça 01","",""
"FSC18752","Vaca18752","F","BR","2018-03-05","Raça 01","",""
"FSC18754","Vaca18754","F","BR","2018-05-05","Raça 01","",""
"FSC18755","Vaca18755","F","BR","2018-04-26","Raça 01","",""
"FSC18758","Vaca18758","F","BR","2018-10-05","Raça 01","",""
"FSC18760","Vaca18760","F","BR","2018-05-23","Raça 01","",""
"FSC18763","Vaca18763","F","BR","2018-07-06","Raça 01","",""
"FSC18764","Vaca18764","F","BR","2018-08-06","Raça 01","",""
"FSC18765","Vaca18765","F","BR","2018-12-06","Raça 01","",""
"FSC18767","Vaca18767","F","BR","2018-06-17","Raça 01","",""
"FSC18768","Vaca18768","F","BR","2018-03-05","Raça 01","",""
"FSC18772","Vaca18772","F","BR","2018-12-04","Raça 01","",""
"FSC18773","Vaca18773","F","BR","2018-04-23","Raça 01","",""
"FSC18774","Vaca18774","F","BR","2018-04-23","Raça 01","",""
"FSC18777","Vaca18777","F","BR","2018-03-30","Raça 01","",""
"FSC18778","Vaca18778","F","BR","2018-02-17","Raça 01","",""
"FSC18780","Vaca18780","F","BR","2018-09-03","Raça 01","",""
"FSC18791","Vaca18791","F","BR","2018-07-05","Raça 01","",""
"FSC18792","Vaca18792","F","BR","2018-05-31","Raça 01","",""
"FSC18793","Vaca18793","F","BR","2018-04-23","Raça 01","",""
"FSC18795","Vaca18795","F","BR","2018-04-22","Raça 01","",""
"FSC18796","Vaca18796","F","BR","2018-04-15","Raça 01","",""
"FSC18798","Vaca18798","F","BR","2018-04-30","Raça 01","",""
"FSC18804","Vaca18804","F","BR","2018-09-04","Raça 01","",""
"FSC18807","Vaca18807","F","BR","2018-04-23","Raça 01","",""
"FSC18808","Vaca18808","F","BR","2018-04-26","Raça 01","",""
"FSC18811","Vaca18811","F","BR","2018-09-04","Raça 01","",""
"FSC18812","Vaca18812","F","BR","2018-04-16","Raça 01","",""
"FSC18813","Vaca18813","F","BR","2018-04-17","Raça 01","",""
"FSC18814","Vaca18814","F","BR","2018-04-19","Raça 01","",""
"FSC18815","Vaca18815","F","BR","2018-04-20","Raça 01","",""
"FSC18817","Vaca18817","F","BR","2018-04-25","Raça 01","",""
"FSC18818","Vaca18818","F","BR","2018-01-05","Raça 01","",""
"FSC18819","Vaca18819","F","BR","2018-03-05","Raça 01","",""
"FSC18821","Vaca18821","F","BR","2018-06-05","Raça 01","",""
"FSC18822","Vaca18822","F","BR","2018-07-05","Raça 01","",""
"FSC18826","Vaca18826","F","BR","2018-05-14","Raça 01","",""
"FSC18828","Vaca18828","F","BR","2018-05-15","Raça 01","",""
"FSC18829","Vaca18829","F","BR","2018-05-21","Raça 01","",""
"FSC18830","Vaca18830","F","BR","2018-05-25","Raça 01","",""
"FSC18832","Vaca18832","F","BR","2018-01-06","Raça 01","",""
"FSC18835","Vaca18835","F","BR","2018-09-06","Raça 01","",""
"FSC18836","Vaca18836","F","BR","2018-04-21","Raça 01","",""
"FSC18838","Vaca18838","F","BR","2018-03-25","Raça 01","",""
"FSC18840","Vaca18840","F","BR","2018-07-04","Raça 01","",""
"FSC18844","Vaca18844","F","BR","2018-01-04","Raça 01","",""
"FSC18845","Vaca18845","F","BR","2018-03-23","Raça 01","",""
"FSC18847","Vaca18847","F","BR","2018-11-04","Raça 01","",""
"FSC18849","Vaca18849","F","BR","2018-03-19","Raça 01","",""
"FSC18850","Vaca18850","F","BR","2018-05-04","Raça 01","",""
"FSC18852","Vaca18852","F","BR","2018-04-14","Raça 01","",""
"FSC18854","Vaca18854","F","BR","2018-04-21","Raça 01","",""
"FSC18856","Vaca18856","F","BR","2018-02-04","Raça 01","",""
"FSC18857","Vaca18857","F","BR","2018-03-04","Raça 01","",""
"FSC18858","Vaca18858","F","BR","2018-03-04","Raça 01","",""
"FSC18860","Vaca18860","F","BR","2018-06-21","Raça 01","",""
"FSC18861","Vaca18861","F","BR","2018-06-24","Raça 01","",""
"FSC18862","Vaca18862","F","BR","2018-06-25","Raça 01","",""
"FSC18863","Vaca18863","F","BR","2018-04-18","Raça 01","",""
"FSC18864","Vaca18864","F","BR","2018-04-28","Raça 01","",""
"FSC18865","Vaca18865","F","BR","2018-01-04","Raça 01","",""
"FSC18868","Vaca18868","F","BR","2018-03-05","Raça 01","",""
"FSC18871","Vaca18871","F","BR","2018-02-06","Raça 01","",""
"FSC18872","Vaca18872","F","BR","2018-02-06","Raça 01","",""
"FSC18873","Vaca18873","F","BR","2018-02-06","Raça 01","",""
"FSC18875","Vaca18875","F","BR","2018-02-06","Raça 01","",""
"FSC18876","Vaca18876","F","BR","2018-03-06","Raça 01","",""
"FSC18877","Vaca18877","F","BR","2018-03-06","Raça 01","",""
"FSC18879","Vaca18879","F","BR","2018-04-06","Raça 01","",""
"FSC18881","Vaca18881","F","BR","2018-06-06","Raça 01","",""
"FSC18882","Vaca18882","F","BR","2018-06-06","Raça 01","",""
"FSC18886","Vaca18886","F","BR","2018-10-06","Raça 01","",""
"FSC18887","Vaca18887","F","BR","2018-11-06","Raça 01","",""
"FSC18888","Vaca18888","F","BR","2018-06-13","Raça 01","",""
"FSC18889","Vaca18889","F","BR","2018-06-14","Raça 01","",""
"FSC18895","Vaca18895","F","BR","2018-06-22","Raça 01","",""
"FSC18899","Vaca18899","F","BR","2018-06-27","Raça 01","",""
"FSC18900","Vaca18900","F","BR","2018-04-15","Raça 01","",""
"FSC18901","Vaca18901","F","BR","2018-04-16","Raça 01","",""
"FSC18902","Vaca18902","F","BR","2018-04-24","Raça 01","",""
"FSC18903","Vaca18903","F","BR","2018-04-21","Raça 01","",""
"FSC18904","Vaca18904","F","BR","2018-04-30","Raça 01","",""
"FSC18905","Vaca18905","F","BR","2018-05-25","Raça 01","",""
"FSC18906","Vaca18906","F","BR","2018-12-06","Raça 01","",""
"FSC18909","Vaca18909","F","BR","2018-11-05","Raça 01","",""
"FSC18910","Vaca18910","F","BR","2018-05-16","Raça 01","",""
"FSC18914","Vaca18914","F","BR","2018-06-21","Raça 01","",""
"FSC18915","Vaca18915","F","BR","2018-06-19","Raça 01","",""
"FSC18916","Vaca18916","F","BR","2018-04-13","Raça 01","",""
"FSC18917","Vaca18917","F","BR","2018-04-16","Raça 01","",""
"FSC18919","Vaca18919","F","BR","2018-04-21","Raça 01","",""
"FSC18921","Vaca18921","F","BR","2018-04-23","Raça 01","",""
"FSC18922","Vaca18922","F","BR","2018-04-26","Raça 01","",""
"FSC18923","Vaca18923","F","BR","2018-09-05","Raça 01","",""
"FSC18925","Vaca18925","F","BR","2018-05-24","Raça 01","",""
"FSC18926","Vaca18926","F","BR","2018-06-23","Raça 01","",""
"FSC18927","Vaca18927","F","BR","2018-02-03","Raça 01","",""
"FSC18930","Vaca18930","F","BR","2018-02-04","Raça 01","",""
"FSC18931","Vaca18931","F","BR","2018-05-29","Raça 01","",""
"FSC18932","Vaca18932","F","BR","2018-06-15","Raça 01","",""
"FSC18933","Vaca18933","F","BR","2018-01-07","Raça 01","",""
"FSC18934","Vaca18934","F","BR","2018-03-05","Raça 01","",""
"FSC18935","Vaca18935","F","BR","2018-05-05","Raça 01","",""
"FSC18937","Vaca18937","F","BR","2018-10-05","Raça 01","",""
"FSC18938","Vaca18938","F","BR","2018-11-05","Raça 01","",""
"FSC18939","Vaca18939","F","BR","2018-11-05","Raça 01","",""
"FSC18940","Vaca18940","F","BR","2018-05-14","Raça 01","",""
"FSC18941","Vaca18941","F","BR","2018-05-15","Raça 01","",""
"FSC18942","Vaca18942","F","BR","2018-05-16","Raça 01","",""
"FSC18944","Vaca18944","F","BR","2018-03-04","Raça 01","",""
"FSC18946","Vaca18946","F","BR","2018-07-04","Raça 01","",""
"FSC18948","Vaca18948","F","BR","2018-04-14","Raça 01","",""
"FSC18949","Vaca18949","F","BR","2018-04-17","Raça 01","",""
"FSC18951","Vaca18951","F","BR","2018-04-18","Raça 01","",""
"FSC18954","Vaca18954","F","BR","2018-04-24","Raça 01","",""
"FSC18956","Vaca18956","F","BR","2018-04-26","Raça 01","",""
"FSC18957","Vaca18957","F","BR","2018-02-05","Raça 01","",""
"FSC18958","Vaca18958","F","BR","2018-02-05","Raça 01","",""
"FSC18960","Vaca18960","F","BR","2018-06-05","Raça 01","",""
"FSC18962","Vaca18962","F","BR","2018-05-15","Raça 01","",""
"FSC18963","Vaca18963","F","BR","2018-06-29","Raça 01","",""
"FSC18964","Vaca18964","F","BR","2018-06-28","Raça 01","",""
"FSC18965","Vaca18965","F","BR","2018-04-26","Raça 01","",""
"FSC18966","Vaca18966","F","BR","2018-04-16","Raça 01","",""
"FSC18968","Vaca18968","F","BR","2018-06-20","Raça 01","",""
"FSC18969","Vaca18969","F","BR","2018-05-14","Raça 01","",""
"FSC18970","Vaca18970","F","BR","2018-03-06","Raça 01","",""
"FSC18971","Vaca18971","F","BR","2018-06-19","Raça 01","",""
"FSC18973","Vaca18973","F","BR","2018-05-17","Raça 01","",""
"FSC18974","Vaca18974","F","BR","2018-06-05","Raça 01","",""
"FSC18975","Vaca18975","F","BR","2018-06-30","Raça 01","",""
"FSC18976","Vaca18976","F","BR","2018-06-29","Raça 01","",""
"FSC18978","Vaca18978","F","BR","2018-01-05","Raça 01","",""
"FSC18979","Vaca18979","F","BR","2018-06-29","Raça 01","",""
"FSC18981","Vaca18981","F","BR","2018-03-21","Raça 01","",""
"FSC18982","Vaca18982","F","BR","2018-04-21","Raça 01","",""
"FSC18983","Vaca18983","F","BR","2018-04-23","Raça 01","",""
"FSC18984","Vaca18984","F","BR","2018-01-05","Raça 01","",""
"FSC18985","Vaca18985","F","BR","2018-05-05","Raça 01","",""
"FSC18986","Vaca18986","F","BR","2018-05-05","Raça 01","",""
"FSC18987","Vaca18987","F","BR","2018-07-05","Raça 01","",""
"FSC18988","Vaca18988","F","BR","2018-05-13","Raça 01","",""
"FSC18989","Vaca18989","F","BR","2018-05-15","Raça 01","",""
"FSC18990","Vaca18990","F","BR","2018-05-19","Raça 01","",""
"FSC18991","Vaca18991","F","BR","2018-05-22","Raça 01","",""
"FSC18995","Vaca18995","F","BR","2018-01-03","Raça 01","",""
"FSC18996","Vaca18996","F","BR","2018-02-03","Raça 01","",""
"FSC18998","Vaca18998","F","BR","2018-11-03","Raça 01","",""
"FSC18999","Vaca18999","F","BR","2018-03-15","Raça 01","",""
"FSC19001","Vaca19001","F","BR","2018-03-04","Raça 01","",""
"FSC19002","Vaca19002","F","BR","2018-05-04","Raça 01","",""
"FSC19003","Vaca19003","F","BR","2018-10-04","Raça 01","",""
"FSC19004","Vaca19004","F","BR","2018-11-04","Raça 01","",""
"FSC19005","Vaca19005","F","BR","2018-04-17","Raça 01","",""
"FSC19006","Vaca19006","F","BR","2018-04-17","Raça 01","",""
"FSC19007","Vaca19007","F","BR","2018-09-05","Raça 01","",""
"FSC19008","Vaca19008","F","BR","2018-09-05","Raça 01","",""
"FSC19010","Vaca19010","F","BR","2018-04-22","Raça 01","",""
"FSC19011","Vaca19011","F","BR","2018-04-26","Raça 01","",""
"FSC19012","Vaca19012","F","BR","2018-04-28","Raça 01","",""
"FSC19014","Vaca19014","F","BR","2018-06-07","Raça 01","",""
"FSC19015","Vaca19015","F","BR","2018-04-29","Raça 01","",""
"FSC19017","Vaca19017","F","BR","2018-05-14","Raça 01","",""
"FSC19018","Vaca19018","F","BR","2018-05-17","Raça 01","",""
"FSC19019","Vaca19019","F","BR","2018-05-17","Raça 01","",""
"FSC19020","Vaca19020","F","BR","2018-06-14","Raça 01","",""
"FSC19022","Vaca19022","F","BR","2018-06-15","Raça 01","",""
"FSC19024","Vaca19024","F","BR","2018-06-15","Raça 01","",""
"FSC19025","Vaca19025","F","BR","2018-06-16","Raça 01","",""
"FSC19028","Vaca19028","F","BR","2018-04-28","Raça 01","",""
"FSC19029","Vaca19029","F","BR","2018-06-29","Raça 01","",""
"FSC19030","Vaca19030","F","BR","2018-03-26","Raça 01","",""
"FSC19031","Vaca19031","F","BR","2018-03-28","Raça 01","",""
"FSC19032","Vaca19032","F","BR","2018-04-25","Raça 01","",""
"FSC19033","Vaca19033","F","BR","2018-06-05","Raça 01","",""
"FSC19034","Vaca19034","F","BR","2018-05-20","Raça 01","",""
"FSC19035","Vaca19035","F","BR","2018-05-26","Raça 01","",""
"FSC19036","Vaca19036","F","BR","2018-05-29","Raça 01","",""
"FSC19037","Vaca19037","F","BR","2018-04-16","Raça 01","",""
"FSC19038","Vaca19038","F","BR","2018-04-17","Raça 01","",""
"FSC19040","Vaca19040","F","BR","2018-05-14","Raça 01","",""
"FSC19048","Vaca19048","F","BR","2018-07-04","Raça 01","",""
"FSC19050","Vaca19050","F","BR","2018-09-04","Raça 01","",""
"FSC19051","Vaca19051","F","BR","2018-10-04","Raça 01","",""
"FSC19052","Vaca19052","F","BR","2018-10-04","Raça 01","",""
"FSC19053","Vaca19053","F","BR","2018-11-04","Raça 01","",""
"FSC19054","Vaca19054","F","BR","2018-11-04","Raça 01","",""
"FSC19055","Vaca19055","F","BR","2018-04-13","Raça 01","",""
"FSC19056","Vaca19056","F","BR","2018-04-14","Raça 01","",""
"FSC19058","Vaca19058","F","BR","2018-09-04","Raça 01","",""
"FSC19059","Vaca19059","F","BR","2018-09-04","Raça 01","",""
"FSC19060","Vaca19060","F","BR","2018-06-22","Raça 01","",""
"FSC19061","Vaca19061","F","BR","2018-06-27","Raça 01","",""
"FSC19062","Vaca19062","F","BR","2018-06-28","Raça 01","",""
"FSC19063","Vaca19063","F","BR","2018-06-30","Raça 01","",""
"FSC19064","Vaca19064","F","BR","2018-06-30","Raça 01","",""
"FSC19065","Vaca19065","F","BR","2018-06-20","Raça 01","",""
"FSC19066","Vaca19066","F","BR","2018-06-29","Raça 01","",""
"FSC19067","Vaca19067","F","BR","2018-06-30","Raça 01","",""
"FSC19068","Vaca19068","F","BR","2018-06-29","Raça 01","",""
"FSC19070","Vaca19070","F","BR","2018-08-03","Raça 01","",""
"FSC19071","Vaca19071","F","BR","2018-12-03","Raça 01","",""
"FSC19072","Vaca19072","F","BR","2018-03-20","Raça 01","",""
"FSC19074","Vaca19074","F","BR","2018-03-30","Raça 01","",""
"FSC19075","Vaca19075","F","BR","2018-07-04","Raça 01","",""
"FSC19076","Vaca19076","F","BR","2018-04-18","Raça 01","",""
"FSC19077","Vaca19077","F","BR","2018-04-21","Raça 01","",""
"FSC19081","Vaca19081","F","BR","2018-11-04","Raça 01","",""
"FSC19084","Vaca19084","F","BR","2018-04-05","Raça 01","",""
"FSC19087","Vaca19087","F","BR","2018-04-13","Raça 01","",""
"FSC19089","Vaca19089","F","BR","2018-04-26","Raça 01","",""
"FSC19091","Vaca19091","F","BR","2018-03-07","Raça 01","",""
"FSC19092","Vaca19092","F","BR","2018-04-07","Raça 01","",""
"FSC19093","Vaca19093","F","BR","2018-03-05","Raça 01","",""
"FSC19094","Vaca19094","F","BR","2018-09-05","Raça 01","",""
"FSC19095","Vaca19095","F","BR","2018-09-05","Raça 01","",""
"FSC19097","Vaca19097","F","BR","2018-05-13","Raça 01","",""
"FSC19098","Vaca19098","F","BR","2018-05-14","Raça 01","",""
"FSC19099","Vaca19099","F","BR","2018-05-15","Raça 01","",""
"FSC19102","Vaca19102","F","BR","2018-05-28","Raça 01","",""
"FSC19104","Vaca19104","F","BR","2018-10-05","Raça 01","",""
"FSC19108","Vaca19108","F","BR","2018-06-16","Raça 01","",""
"FSC19109","Vaca19109","F","BR","2018-06-19","Raça 01","",""
"FSC19110","Vaca19110","F","BR","2018-06-25","Raça 01","",""
"FSC19111","Vaca19111","F","BR","2018-04-28","Raça 01","",""
"FSC19112","Vaca19112","F","BR","2018-04-05","Raça 01","",""
"FSC19114","Vaca19114","F","BR","2018-08-05","Raça 01","",""
"FSC19116","Vaca19116","F","BR","2018-01-05","Raça 01","",""
"FSC19117","Vaca19117","F","BR","2018-02-05","Raça 01","",""
"FSC19118","Vaca19118","F","BR","2018-03-05","Raça 01","",""
"FSC19119","Vaca19119","F","BR","2018-04-05","Raça 01","",""
"FSC19120","Vaca19120","F","BR","2018-04-05","Raça 01","",""
"FSC19121","Vaca19121","F","BR","2018-07-05","Raça 01","",""
"FSC19122","Vaca19122","F","BR","2018-09-05","Raça 01","",""
"FSC19123","Vaca19123","F","BR","2018-09-05","Raça 01","",""
"FSC19126","Vaca19126","F","BR","2018-05-13","Raça 01","",""
"FSC19127","Vaca19127","F","BR","2018-05-13","Raça 01","",""
"FSC19129","Vaca19129","F","BR","2018-05-14","Raça 01","",""
"FSC19130","Vaca19130","F","BR","2018-05-18","Raça 01","",""
"FSC19131","Vaca19131","F","BR","2018-05-19","Raça 01","",""
"FSC19132","Vaca19132","F","BR","2018-05-19","Raça 01","",""
"FSC19133","Vaca19133","F","BR","2018-05-19","Raça 01","",""
"FSC19134","Vaca19134","F","BR","2018-05-19","Raça 01","",""
"FSC19136","Vaca19136","F","BR","2018-05-22","Raça 01","",""
"FSC19137","Vaca19137","F","BR","2018-05-23","Raça 01","",""
"FSC19138","Vaca19138","F","BR","2018-05-25","Raça 01","",""
"FSC19139","Vaca19139","F","BR","2018-05-28","Raça 01","",""
"FSC19140","Vaca19140","F","BR","2018-05-30","Raça 01","",""
"FSC19143","Vaca19143","F","BR","2018-03-14","Raça 01","",""
"FSC19144","Vaca19144","F","BR","2018-10-04","Raça 01","",""
"FSC19145","Vaca19145","F","BR","2018-04-20","Raça 01","",""
"FSC19147","Vaca19147","F","BR","2018-04-04","Raça 01","",""
"FSC19149","Vaca19149","F","BR","2018-11-05","Raça 01","",""
"FSC19150","Vaca19150","F","BR","2018-10-06","Raça 01","",""
"FSC19151","Vaca19151","F","BR","2018-05-04","Raça 01","",""
"FSC19152","Vaca19152","F","BR","2018-04-17","Raça 01","",""
"FSC19153","Vaca19153","F","BR","2018-04-21","Raça 01","",""
"FSC19154","Vaca19154","F","BR","2018-04-25","Raça 01","",""
"FSC19155","Vaca19155","F","BR","2018-03-24","Raça 01","",""
"FSC19156","Vaca19156","F","BR","2018-02-16","Raça 01","",""
"FSC19158","Vaca19158","F","BR","2018-12-03","Raça 01","",""
"FSC19159","Vaca19159","F","BR","2018-03-01","Raça 01","",""
"FSC19162","Vaca19162","F","BR","2018-04-30","Raça 01","",""
"FSC19164","Vaca19164","F","BR","2018-05-28","Raça 01","",""
"FSC19165","Vaca19165","F","BR","2018-01-06","Raça 01","",""
"FSC19166","Vaca19166","F","BR","2018-04-13","Raça 01","",""
"FSC19167","Vaca19167","F","BR","2018-04-23","Raça 01","",""
"FSC19172","Vaca19172","F","BR","2018-11-05","Raça 01","",""
"FSC19173","Vaca19173","F","BR","2018-12-05","Raça 01","",""
"FSC19174","Vaca19174","F","BR","2018-02-18","Raça 01","",""
"FSC19175","Vaca19175","F","BR","2018-01-02","Raça 01","",""
"FSC19176","Vaca19176","F","BR","2018-05-04","Raça 01","",""
"FSC19177","Vaca19177","F","BR","2018-04-14","Raça 01","",""
"FSC19178","Vaca19178","F","BR","2018-01-19","Raça 01","",""
"FSC19179","Vaca19179","F","BR","2018-01-05","Raça 01","",""
"FSC19181","Vaca19181","F","BR","2018-02-05","Raça 01","",""
"FSC19184","Vaca19184","F","BR","2018-04-05","Raça 01","",""
"FSC19185","Vaca19185","F","BR","2018-04-05","Raça 01","",""
"FSC19186","Vaca19186","F","BR","2018-05-05","Raça 01","",""
"FSC19187","Vaca19187","F","BR","2018-05-05","Raça 01","",""
"FSC19188","Vaca19188","F","BR","2018-05-05","Raça 01","",""
"FSC19191","Vaca19191","F","BR","2018-08-05","Raça 01","",""
"FSC19193","Vaca19193","F","BR","2018-10-06","Raça 01","",""
"FSC19194","Vaca19194","F","BR","2018-06-13","Raça 01","",""
"FSC19195","Vaca19195","F","BR","2018-06-15","Raça 01","",""
"FSC19196","Vaca19196","F","BR","2018-06-17","Raça 01","",""
"FSC19197","Vaca19197","F","BR","2018-06-18","Raça 01","",""
"FSC19198","Vaca19198","F","BR","2018-06-22","Raça 01","",""
"FSC19199","Vaca19199","F","BR","2018-06-22","Raça 01","",""
"FSC19201","Vaca19201","F","BR","2018-08-05","Raça 01","",""
"FSC19202","Vaca19202","F","BR","2018-08-05","Raça 01","",""
"FSC19203","Vaca19203","F","BR","2018-08-05","Raça 01","",""
"FSC19205","Vaca19205","F","BR","2018-09-05","Raça 01","",""
"FSC19206","Vaca19206","F","BR","2018-10-05","Raça 01","",""
"FSC19207","Vaca19207","F","BR","2018-11-05","Raça 01","",""
"FSC19208","Vaca19208","F","BR","2018-11-05","Raça 01","",""
"FSC19211","Vaca19211","F","BR","2018-05-14","Raça 01","",""
"FSC19212","Vaca19212","F","BR","2018-05-15","Raça 01","",""
"FSC19214","Vaca19214","F","BR","2018-05-16","Raça 01","",""
"FSC19215","Vaca19215","F","BR","2018-05-16","Raça 01","",""
"FSC19217","Vaca19217","F","BR","2018-05-18","Raça 01","",""
"FSC19219","Vaca19219","F","BR","2018-05-18","Raça 01","",""
"FSC19220","Vaca19220","F","BR","2018-05-18","Raça 01","",""
"FSC19223","Vaca19223","F","BR","2018-05-23","Raça 01","",""
"FSC19225","Vaca19225","F","BR","2018-05-23","Raça 01","",""
"FSC19226","Vaca19226","F","BR","2018-05-23","Raça 01","",""
"FSC19227","Vaca19227","F","BR","2018-05-23","Raça 01","",""
"FSC19228","Vaca19228","F","BR","2018-05-24","Raça 01","",""
"FSC19229","Vaca19229","F","BR","2018-05-24","Raça 01","",""
"FSC19231","Vaca19231","F","BR","2018-05-25","Raça 01","",""
"FSC19232","Vaca19232","F","BR","2018-05-25","Raça 01","",""
"FSC19234","Vaca19234","F","BR","2018-05-28","Raça 01","",""
"FSC19235","Vaca19235","F","BR","2018-05-28","Raça 01","",""
"FSC19236","Vaca19236","F","BR","2018-05-28","Raça 01","",""
"FSC19237","Vaca19237","F","BR","2018-05-29","Raça 01","",""
"FSC19243","Vaca19243","F","BR","2018-05-31","Raça 01","",""
"FSC19246","Vaca19246","F","BR","2018-02-03","Raça 01","",""
